listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
15178955,80.0,Queens, Ridgewood,James,2019-01-04,Large 1 bedroom-Private Bath in 2 bed apartment,private room
15179994,76.0,Queens, Kew Gardens Hills,Michelle,2019-06-18,"BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",private room
15188621,125.0,Brooklyn, Prospect Heights,Catherine,2019-05-21,Comfortable One Bedroom Apt in Prospect Heights,entire home/apt
15188738,85.0,Queens, St. Albans,Pamela,2019-06-08,FABULOUS BED ROOM WITH 4 BEDS (JFK - 12 MINS),private room
15190865,170.0,Brooklyn, Williamsburg,Lawrence,2019-07-04,Spacious private 2BR with Backyard Williamsburg,entire home/apt
15191740,198.0,Manhattan, Midtown,ResortShare5,2019-04-11,��ւ��LUXURY at a MIDTOWN RESORT��ւ��,private room
15192362,43.0,Queens, Woodhaven,Josefina,2019-05-21,"Cozy private room, close to transportation",private room
15195491,80.0,Brooklyn, Bedford-Stuyvesant,Lucey,2019-06-24,Private Room w/ Private Bath in Heart of Bed-Stuy,private room
15203342,80.0,Manhattan, Upper East Side,Valerie,2019-05-11,"Cosy, Awesome, Private Room in UES",private room
15204218,75.0,Queens, Astoria,Monika,2019-06-27,CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,private room
15206272,75.0,Brooklyn, Bedford-Stuyvesant,Laura,2019-03-14,Rooming has never been better.,private room
15206909,175.0,Brooklyn, East Flatbush,Chantal,2019-07-01,Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,entire home/apt
15207725,110.0,Staten Island, St. George,Tony & Grace,2019-07-01,HugeTropical Bedrm near Ferry,private room
15216398,50.0,Brooklyn, Williamsburg,Christen,2019-05-06,Whimsical & Cute Private Room in 2 Bdrm Apt,private room
15216399,50.0,Brooklyn, Sheepshead Bay,Glory,2019-03-31,For all classical lover's,private room
15216703,150.0,Manhattan, Chinatown,Julia,2019-07-05,Downtown Dream on the Park,entire home/apt
15218342,189.0,Manhattan, SoHo,Karen,2019-07-06,Cozy bright studio flat - Soho/Village,entire home/apt
15220143,100.0,Manhattan, Upper West Side,Angela,2019-05-24,Cozy Clean Room in Manhattan's Upper West Side,private room
15221767,70.0,Manhattan, Harlem,Maimouna,2019-05-31,Charming pre-war near Central Park,entire home/apt
15222861,95.0,Brooklyn, Bushwick,Walter,2019-07-03,"Private! entire studio, private bath, own entrance",entire home/apt
15222972,140.0,Manhattan, Two Bridges,D&N,2019-06-20,Minimalistic 1 bedroom in the heart of Manhattan,entire home/apt
15223434,75.0,Manhattan, Chinatown,Na,2019-06-19,new sunshine room in chinatown train F is around,private room
15226875,65.0,Manhattan, Harlem,Edward,2019-06-18,Versatile private room in Harlem/Hamilton Heights!,private room
15232708,33.0,Manhattan, Washington Heights,Andrea,2019-05-12,Bedroom w/ Gorgeous Tree Lined and River View,private room
15232776,350.0,Brooklyn, Williamsburg,Nina,2019-06-30,2 Bedroom in the heart of Williamsburg,entire home/apt
15234755,200.0,Manhattan, Upper West Side,Olivier,2019-02-09,Luxury One Bedroom,entire home/apt
15234771,214.0,Manhattan, Lower East Side,Stewart,2019-05-20,"LES ���GEM��� - 1BR APARTMENT, GREAT LOCATION, STOCKED",entire home/apt
15238184,39.0,Brooklyn, Bushwick,Stephany,2019-06-09,Peaceful Private Room in Brooklyn,private room
15238740,75.0,Manhattan, East Harlem,Mario,2019-07-07,Room for rent,private room
15246070,49.0,Manhattan, Upper West Side,Yukee,2019-04-19,Lovely&Morden bedroom near everything you want!,private room
15247262,185.0,Brooklyn, Prospect Heights,Aitan,2019-06-23,Charming 1 Bedroom Garden Apt,entire home/apt
15249063,375.0,Manhattan, Upper East Side,Cristina,2019-06-23,Gorgeous 2 Bedroom apartment /Upper East side,entire home/apt
15250033,125.0,Brooklyn, Prospect-Lefferts Gardens,Christine,2019-05-09,Luxurious Guestroom w/Private Bathroom & Entrance,private room
15250168,85.0,Brooklyn, Williamsburg,Aracelis,2019-06-30,Bright Loft Room in a Charming Brooklyn Apartment,private room
15250435,59.0,Manhattan, Harlem,Brian & Jonathan,2019-06-03,"Huge Private Bedroom, Patio, + 20min to Midtown",private room
15255254,99.0,Brooklyn, Greenpoint,Amanda,2019-06-23,Private room with private bathroom,private room
15260962,850.0,Manhattan, SoHo,Gaia&Pietro,2019-06-24,Luxury 2BR Penthouse in the hearth of Soho (Nyc),entire home/apt
15262831,49.0,Queens, Springfield Gardens,Miss Dy,2019-06-19,THE PRIVACY DEN ~ 5 MINUTES TO JFK,entire home/apt
15268654,400.0,Brooklyn, Gowanus,Ken,2019-06-06,NEW & PRIVATE 2 bedroom apt in stately townhouse,entire home/apt
15268792,450.0,Manhattan, West Village,Abc,2019-01-06,"Fab Studio with Gym, Doorman & Elevator Sleeps 4",entire home/apt
15271897,82.0,Manhattan, Gramercy,Haru,2019-06-20,UNION SQUARE / Perfect Cozy Private Room!,private room
15280873,200.0,Manhattan, Murray Hill,Joyce,2019-07-01,Cozy Apt in NYC Brownstone,entire home/apt
15282119,75.0,Brooklyn, East Flatbush,Tim & Rachel,2019-06-20,Private Retreat in Brooklyn,entire home/apt
15288813,75.0,Queens, Jamaica,Iwona,2019-06-28,1 Bedroom (Queen) Mins From JFK and Casino,private room
15289231,144.0,Brooklyn, South Slope,Caroline,2019-05-27,Colorful Artist Apartment in Park Slope Brooklyn,entire home/apt
15296557,51.0,Brooklyn, Bushwick,Jasmine,2019-05-31,Bushwick Bedroom (Available Daily Again),private room
15297194,70.0,Staten Island, St. George,Tony & Grace,2019-06-16,Cozy Island Bedroom near Ferry,private room
15299630,135.0,Brooklyn, Williamsburg,Anu,2019-07-07,Bright & spacious apartment in East Williamsburg,entire home/apt
15301499,300.0,Manhattan, Chinatown,Sam,2019-03-27,~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,entire home/apt
15301517,49.0,Queens, Astoria,Daljit,2019-06-30,Clean and Sunny room near Midtown Manhattan,private room
15301748,40.0,Bronx, Bronxdale,Belkis,2019-06-04,Comfy Private Room w/ Big TV,private room
15303092,60.0,Manhattan, Washington Heights,Diana,2019-06-23,Enjoy NYC and feel like your home!,private room
15307735,125.0,Brooklyn, Williamsburg,Patricia,2019-06-04,An artistic experience,private room
15309572,73.0,Manhattan, Chinatown,Daniel,2019-05-08,Spacious Room in IDEAL LES LOCATION,private room
15312128,88.0,Brooklyn, Fort Greene,Malik,2019-06-09,"Netflix and Rest, One quaint bedroom in Ft. Greene",private room
15321861,50.0,Queens, East Elmhurst,Giovanni,2019-07-07,Basement private room w/AC near LaGuardia Airport,private room
15324045,390.0,Brooklyn, Bushwick,Benjamin,2019-07-07,TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),entire home/apt
15327611,150.0,Manhattan, Upper East Side,Rémi,2019-04-18,Cosy Appartment in Upper East Side,entire home/apt
15328237,105.0,Queens, Long Island City,Joanna,2019-05-29,"One Room in  Luxury Apartment, 5min to Midtown",private room
15328242,55.0,Queens, St. Albans,Pamela,2019-05-27,PRIVATE BED ROOM 12 MINS FROM JFK,private room
15328271,105.0,Queens, Maspeth,Mag,2019-06-25,"Huge Apt 5 miles to Manhattan, Parking available",entire home/apt
15333336,75.0,Brooklyn, Flatbush,Clyde,2019-05-17,YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!,private room
15336596,50.0,Bronx, Norwood,Eean,2019-06-02,Private bedroom in artsy NYC apartment.,private room
15337711,70.0,Brooklyn, Williamsburg,Satomi,2019-04-28,Fun time in Williamsburg stylish apartment!,private room
15338155,85.0,Queens, Woodside,Jose,2019-06-28,BEAUTIFUL BEDROOM IN COZY APARTMENT,private room
15339227,70.0,Queens, Sunnyside,Luis,2019-07-07,"Spacious room in a clean, quiet and cozy home.",private room
15340649,180.0,Brooklyn, Williamsburg,J.P.,2019-06-24,Huge Beautiful Loft in the Heart of Williamsburg,entire home/apt
15340854,600.0,Manhattan, Harlem,Chelsea,2019-04-27,Amazing Townhouse in Harlem,entire home/apt
15342701,150.0,Queens, Arverne,Frank,2019-07-07,"New, elegant private apartment for 2 near JFK",entire home/apt
15344255,225.0,Manhattan, Chelsea,Michael,2019-06-29,"Trendy, Fully-Renovated Studio in West Chelsea",entire home/apt
15344749,100.0,Manhattan, Chinatown,Raymond,2019-07-05,Comfy Apt in Chinatown/Lower East Side,private room
15355243,245.0,Manhattan, SoHo,Joy,2019-06-18,*PRIME* The ����?� of Greenwich Village/SOHO SLEEPS 4,entire home/apt
15356673,110.0,Brooklyn, Williamsburg,Jessica,2019-06-17,WILLIAMSBURG AUTHENTIC ARTIST LOFT,private room
15359119,90.0,Manhattan, Inwood,Gabriella,2019-06-27,"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",entire home/apt
15360248,408.0,Brooklyn, Williamsburg,Alex,2019-06-26,Modern Luxury Loft  3bd  Williamsburg,entire home/apt
15360364,78.0,Manhattan, Upper East Side,Kristina,2019-05-17,Cozy private room on the UES,private room
15360687,95.0,Brooklyn, Bedford-Stuyvesant,Brett,2019-06-29,Modern & Hip in Bedstuy!,entire home/apt
15360787,99.0,Manhattan, Harlem,Michelle,2019-07-06,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,private room
15361785,77.0,Manhattan, Upper West Side,Caro & Allen,2019-06-18,Central Park Sanctuary,private room
15363266,120.0,Manhattan, Washington Heights,Sophie,2019-05-28,Beautiful 1 bedroom apartment,entire home/apt
15367894,125.0,Brooklyn, Bedford-Stuyvesant,Ted,2019-07-01,Bedford Stuyvesant / Clinton Hill 2 bedroom,entire home/apt
15374564,86.0,Brooklyn, Flatbush,Caribnb Hazel,2019-07-07,Caribnb- Charming stay in a private 2 family home,private room
15374796,115.0,Manhattan, Upper West Side,Jenny,2019-05-19,Large UWS Apt close to Central Park,private room
15378960,95.0,Brooklyn, Fort Hamilton,Max,2019-06-10,BayRidge Cozy house near subway & shopping,entire home/apt
15379480,183.0,Manhattan, Greenwich Village,Jennifer,2019-07-07,In ����?� of West Village- Entire Apt,entire home/apt
15379574,150.0,Brooklyn, Bushwick,Pardis,2019-06-23,Private 2 BR Apartment Close to Subway,entire home/apt
15381675,150.0,Brooklyn, Bushwick,Gabriel,2019-05-28,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",entire home/apt
15392689,1500.0,Manhattan, East Harlem,Diane,2019-01-27,"Private, Spacious Bedroom in Harlem, single bed",private room
15394295,70.0,Queens, Jamaica,Iwona,2019-01-09,1 Bedroom (Full) Mins From JFK and Casino,private room
15395942,79.0,Brooklyn, Bedford-Stuyvesant,Christopher,2019-06-16,"Relaxed, artist-inspired duplex in Bed Stuy",private room
15396328,80.0,Manhattan, East Village,Josephine,2019-01-03,Private Room in Heart of East Village!,private room
15396351,200.0,Manhattan, Harlem,Jessica,2019-06-21,Bright studio in the heart of historic Harlem,entire home/apt
15397048,100.0,Brooklyn, Bedford-Stuyvesant,Alana,2019-06-15,Huge 2 Bedroom in Brooklyn Brownstone,entire home/apt
15397893,200.0,Manhattan, West Village,Jasmine,2019-05-23,Bright & chic 1BR in the West Village,entire home/apt
15399008,95.0,Manhattan, Upper West Side,Lana,2019-05-02,Spacious room in relaxing 2 BDR UWS apartment,private room
15399031,135.0,Brooklyn, Gowanus,Chezi,2019-06-19,Beautiful & Cozy Brownstone Apt In Gowanus,entire home/apt
15406357,85.0,Manhattan, Lower East Side,Lori,2019-07-02,Gorgeous Sunlit Modern Room on the Lower East Side,private room
15411277,275.0,Manhattan, Nolita,Ignani,2019-07-01,Discounted! Cute Unique 2BR Apartment in SoHo,entire home/apt
15411988,110.0,Manhattan, Hell's Kitchen,Georges,2019-06-24,Honey and milk - A creative studio apartment.,private room
15419574,95.0,Queens, Long Island City,Robin,2019-05-08,Historic Cottage-Style Garden Home in LIC,private room
15421244,160.0,Brooklyn, Crown Heights,Noelky,2019-07-07,La Casa in Brooklyn: Stylish Apt. with Patio,entire home/apt
15423388,101.0,Brooklyn, Williamsburg,Pauline,2019-06-19,Designer's Loft in Williamsburg,private room
15423552,174.0,Manhattan, Upper West Side,Joe,2019-01-03,Manhattan Upper West Side 1 BR by Central Park,entire home/apt
15423725,65.0,Brooklyn, Flatbush,Axel,2019-06-24,Cozy and spacious room with private bathroom,private room
15423731,94.0,Queens, Ridgewood,Andrew,2019-06-28,Historic and Quiet 2 Bedroom w Backyard,entire home/apt
15423923,39.0,Brooklyn, Sheepshead Bay,Lei,2019-07-05,Private room in Brooklyn,private room
15423962,39.0,Brooklyn, Sheepshead Bay,Lei,2019-03-16,Cozy studio in Brooklyn,private room
15425744,65.0,Manhattan, Washington Heights,Yahaira,2019-06-30,"Charming ,cozy private bedroom",private room
15431463,100.0,Brooklyn, Brooklyn Heights,Steven,2019-03-07,Brooklyn Heights brownstone garden-level studio,entire home/apt
15436384,110.0,Brooklyn, Greenpoint,Sean,2019-05-11,Beautiful BR in quiet Greenpoint,private room
15436800,37.0,Queens, Corona,Arthur,2019-06-18,Independent entrance,private room
15436836,175.0,Brooklyn, Carroll Gardens,Viki,2019-06-22,Carroll Gardens Apartment,entire home/apt
15436871,375.0,Manhattan, Upper West Side,Jenny,2019-06-15,Entire Spacious 2 Bed Apt on UWS,entire home/apt
15437906,80.0,Manhattan, East Harlem,Tony,2019-06-02,Southern comfort in Harlem,private room
15437922,90.0,Brooklyn, Williamsburg,Alexey,2019-07-06,"Bright Room, Luxury Building, 3 Stops To Manhattan",private room
15444619,250.0,Brooklyn, Brooklyn Heights,Luke,2019-07-01,Brklyn Hts Luxury - Garden Calm & Downtown Verve,entire home/apt
15446631,180.0,Manhattan, Chelsea,Javier,2019-06-27,"Light & Airy Chelsea Bungalow (ok, apartment)",entire home/apt
15447090,205.0,Manhattan, Murray Hill,Laurence,2019-05-02,"Luxury Condo, High Fl, River Views, Balcony, Food",private room
15447148,87.0,Brooklyn, Prospect-Lefferts Gardens,Sara,2019-01-05,Modern luxury w/views of WTC,private room
15449434,69.0,Manhattan, Hell's Kitchen,Letty,2019-06-15,LARGE CENTRAL & COZY BEDROOM,private room
15450724,30.0,Queens, Sunnyside,Melih,2019-05-26,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",shared room
15452258,98.0,Manhattan, Hell's Kitchen,Ana,2019-06-30,COZY COOL ROOM IN MANHATTAN APT / Manhattan,private room
15452878,130.0,Manhattan, Nolita,Ignani,2019-06-07,Discounted! Comfy and quiet room in SoHo.,private room
15452971,122.0,Queens, Flushing,Ting,2019-06-12,Cozy 1 Bedroom Apartment in Downtown Flushing,entire home/apt
15453102,40.0,Brooklyn, Flatbush,Alexandra,2019-06-30,Large Sofa in Artist's Apartment,shared room
15453848,29.0,Brooklyn, Crown Heights,Katya,2019-01-01,Cozy Room in Crown Heights! (Female Guests Only),private room
15453985,100.0,Bronx, Mott Haven,Rosalia,2019-06-25,Sunny Apartment Close to NYC's Major Attractions,entire home/apt
15460904,80.0,Manhattan, Upper West Side,Enrique,2019-07-04,Cozy bedroom in Upper West Side,private room
15462051,79.0,Staten Island, Randall Manor,Thelma,2019-07-01,"Private Loft-style Bedroom & En-suite in S.I., NY",private room
15462208,145.0,Manhattan, East Harlem,Anna,2019-01-12,Spacious 2 Bedroom Apartment by Central Park,entire home/apt
15464934,138.0,Brooklyn, Sunset Park,Katrin,2019-06-19,Sunny SUMMER Special! LARGE 2BR Eco-Loft,entire home/apt
15465050,90.0,Manhattan, Gramercy,Jp,2019-06-18,"Full Size Bed, Private Bathroom & Shower",private room
15468765,90.0,Brooklyn, Crown Heights,Nicole,2019-05-12,Quiet & Spacious Brooklyn Apt for Cat-Lovers,entire home/apt
15469541,130.0,Brooklyn, Bedford-Stuyvesant,Renette,2019-06-24,Cozy two bedroom apartment.,entire home/apt
15470951,40.0,Brooklyn, Fort Hamilton,Nelya,2019-06-28,Save$! Sleep Well! ���NYC! Female Only!!!,shared room
15473730,33.0,Queens, Richmond Hill,George,2019-02-15,".ROOM, NearTrain, JFK5minLGA15min. Breakfast,2Peop",private room
15476467,75.0,Manhattan, Harlem,Aleisha,2019-06-30,Large Space and Comfy Couch in New Apartment,private room
15478604,70.0,Brooklyn, Bushwick,Martin,2019-06-20,Guest suite in owner-occupied private residence,entire home/apt
15480133,250.0,Brooklyn, Williamsburg,Ben,2019-05-05,BEST location & big cool apartment in Williamsburg,entire home/apt
15481609,65.0,Brooklyn, Bedford-Stuyvesant,Michael,2019-05-27,Huge Loft Size Room with Private Bath in Hip Area!,private room
15481730,40.0,Brooklyn, Bushwick,Chavisa,2019-06-15,Gorgeous Bushwick Apartment,private room
15482081,50.0,Brooklyn, Bedford-Stuyvesant,Michael,2019-05-29,Spacious Room in Stylish Brooklyn - Close to Train,private room
15482512,50.0,Brooklyn, Bedford-Stuyvesant,Michael,2019-05-14,Well Lit Spacious Room with Lots of Amenities,private room
15482966,72.0,Queens, Sunnyside,Lidia,2019-06-09,Cozy room in Sunnyside Gardens (near Manhattan),private room
15483201,108.0,Queens, Sunnyside,Lidia,2019-05-25,Cute Bedroom for Two in Sunnyside near Manhattan,private room
15483662,108.0,Queens, Sunnyside,Lidia,2019-05-28,"Spacious Room for 2 in Sunnyside, near Manhattan",private room
15484888,170.0,Brooklyn, Downtown Brooklyn,Ayesha,2019-05-26,Sunny and Spacious Modern BK Heights Studio,entire home/apt
15484901,125.0,Brooklyn, Bedford-Stuyvesant,Amy,2019-06-24,The Artist Retreat Duplex and Garden 1,entire home/apt
15485880,149.0,Manhattan, East Village,Leo,2019-06-26,Private entire floor/in duplex apartment...,entire home/apt
15492502,70.0,Brooklyn, Williamsburg,Anela,2019-07-01,Nice Studio in Williamsburg,entire home/apt
15494542,150.0,Manhattan, Murray Hill,Elise,2019-07-01,Amazing Bedroom in Manhattan Midtown East Condo,private room
15494796,250.0,Manhattan, West Village,Coco,2019-04-28,Private Guest Room in Charming West Village Duplex,private room
15494968,375.0,Manhattan, Tribeca,Peter,2019-06-13,Inviting Photographer's Loft in Tribeca,entire home/apt
15495132,95.0,Manhattan, East Harlem,Inna,2019-05-14,LARGE 2 BEDROOM APT NEAR CENTRAL PARK,entire home/apt
15495441,45.0,Brooklyn, Park Slope,Karen,2019-07-03,Quiet Room in Brownstone - Prime Location,private room
15495897,125.0,Manhattan, Midtown,Corporate Housing,2019-01-17,Midtown East Stunner,entire home/apt
15497568,99.0,Manhattan, Harlem,Eva,2019-01-01,Quite & Cozy High Raise Atmosphere,private room
15498370,45.0,Brooklyn, Crown Heights,Sean,2019-06-18,Room in Modern Apartment.,private room
15500135,190.0,Manhattan, Upper East Side,Wendy,2019-06-22,NYC Elegance steps 2 Central Park see all pictures,entire home/apt
15500460,80.0,Queens, Jackson Heights,Vincent,2019-06-24,My tiny Chateau,entire home/apt
15506908,229.0,Manhattan, Nolita,Shai,2019-05-26,Be a New Yorker for a few days,entire home/apt
15507375,55.0,Brooklyn, Manhattan Beach,Gennady + Laura,2019-06-28,"Private Studio, Oceanside beautiful and safe area",entire home/apt
15508132,449.0,Brooklyn, Clinton Hill,Leatha,2019-06-30,Can���t Beat this Location!!,entire home/apt
15509545,250.0,Manhattan, Lower East Side,Claire,2019-06-22,2Bedroom apt.+WF(1-5 guests) Private Bath/Kitchen,entire home/apt
15510279,120.0,Bronx, Mott Haven,Lucia,2019-06-19,Studio in Mott Haven-1 subway stop from Manhattan,entire home/apt
15511681,90.0,Manhattan, Upper East Side,Mike,2019-05-25,"Quiet, Cozy, ELEVATOR, Queen Bedroom near Subway!",private room
